Family,Domain,Seed groups,Full region groups,Rfam ID,Description,RNA type
RF01281,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR35,Small nucleolar RNA snoR35,Gene; snRNA; snoRNA; CD-box;
RF01283,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.16%), Eukaryota:Metazoa (0.84%)",snoU30,Small nucleolar RNA U30,Gene; snRNA; snoRNA; CD-box;
RF01284,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (98.95%), Eukaryota:Metazoa (1.05%)",snoR8a,Small nucleolar RNA snoR8a,Gene; snRNA; snoRNA; CD-box;
RF01285,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (97.74%), Eukaryota:Fungi (1.36%), Eukaryota:Metazoa (0.75%), Eukaryota:Amoebozoa (0.08%), Eukaryota:Alveolata (0.08%)",snoU31b,Small nucleolar RNA U31b,Gene; snRNA; snoRNA; CD-box;
RF01286,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR26,Small nucleolar RNA snoR26,Gene; snRNA; snoRNA; CD-box;
RF01287,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.38%), Eukaryota:Fungi (0.31%), Eukaryota:Metazoa (0.31%)",snoR27,Small nucleolar RNA snoR27,Gene; snRNA; snoRNA; CD-box;
RF01288,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.80%), Eukaryota:Metazoa (0.20%)",snoR31,Small nucleolar RNA snoR31,Gene; snRNA; snoRNA; CD-box;
RF01289,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR17,Small nucleolar RNA snoR17,Gene; snRNA; snoRNA; CD-box;
RF01292,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.89%), Eukaryota:Metazoa (0.11%)",snoR2,Small nucleolar RNA snoR2/U65,Gene; snRNA; snoRNA; HACA-box;
RF01300,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.12%), Eukaryota:Metazoa (0.88%)",snoU49,Small nucleolar RNA U49,Gene; snRNA; snoRNA; CD-box;
RF01301,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR4a,Small nucleolar RNA snoR4a,Gene; snRNA; snoRNA; CD-box;
RF01302,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.78%), Eukaryota:Fungi (0.22%)",snoU36a,SnoRNA U36a,Gene; snRNA; snoRNA; CD-box;
RF01419,Mixed,"Eukaryota (64.29%), Eukaryota:Viridiplantae (52.60%), Bacteria (22.08%), Bacteria:Cyanobacteria (22.08%), unclassified sequences (13.64%), Eukaryota:Alveolata (1.30%)","Eukaryota (84.86%), Eukaryota:Viridiplantae (84.04%), Bacteria (15.14%), Bacteria:Cyanobacteria (7.94%), Eukaryota:Metazoa (0.15%), Eukaryota:Alveolata (0.15%), Bacteria:Actinobacteria (0.03%), Eukaryota:Stramenopiles (0.03%)",IsrR,Antisense RNA which regulates isiA expression,Gene; antisense;
RF01420,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR113,Small nucleolar RNA snoR113,Gene; snRNA; snoRNA; CD-box;
RF01421,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR114,small nucleolar RNA snoR114,Gene; snRNA; snoRNA; CD-box;
RF01422,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR116,small nucleolar RNA snoR116,Gene; snRNA; snoRNA; CD-box;
RF01423,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.76%), Eukaryota:Metazoa (0.24%)",snoR117,small nucleolar RNA snoR117,Gene; snRNA; snoRNA; CD-box;
RF01424,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (98.93%), Eukaryota:Fungi (1.07%)",snoR118,small nucleolar RNA snoR118,Gene; snRNA; snoRNA; CD-box;
RF01425,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR121,small nucleolar RNA snoR121,Gene; snRNA; snoRNA; CD-box;
RF01426,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.76%), Eukaryota:Metazoa (0.24%)",snoR126,small nucleolar RNA snoR126,Gene; snRNA; snoRNA; CD-box;
RF01427,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.27%), Eukaryota:Metazoa (0.73%)",snoR127,small nucleolar RNA snoR127,Gene; snRNA; snoRNA; CD-box;
RF01428,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.56%), Eukaryota:Metazoa (0.44%)",snoR128,small nucleolar RNA snoR128,Gene; snRNA; snoRNA; CD-box;
RF01429,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (97.67%), Eukaryota:Metazoa (2.33%)",snoR130,small nucleolar RNA snoR130,Gene; snRNA; snoRNA; CD-box;
RF01430,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (97.85%), Eukaryota:Alveolata (2.15%)",snoR134,small nucleolar RNA snoR134,Gene; snRNA; snoRNA; HACA-box;
RF01431,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR135,small nucleolar RNA snoR135,Gene; snRNA; snoRNA; HACA-box;
RF01432,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR143,small nucleolar RNA snoR143,Gene; snRNA; snoRNA; HACA-box;
RF01433,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.88%), Eukaryota:Metazoa (0.12%)",snoR137,small nucleolar RNA snoR137,Gene; snRNA; snoRNA; HACA-box;
RF01582,Eukaryota+Alveolata/Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (42.86%), Eukaryota:Alveolata (34.29%), Eukaryota:Metazoa (22.86%)",RUF4,RNA of unknown function RUF4,Gene; sRNA;
RF01612,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (91.67%), Eukaryota:Viridiplantae (8.33%)",ceN105,Nematode snoRNA ceN105,Gene; snRNA; snoRNA; HACA-box;
RF01617,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (92.31%), Eukaryota:Viridiplantae (7.69%)",ceN113,Caenorhabditis snoRNA ceN113,Gene; snRNA; snoRNA; CD-box;
RF01845,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",enod40,Early nodulin 40,Gene;
RF01847,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",Plant_U3,Plant small nucleolar RNA U3,Gene; snRNA; snoRNA; CD-box;
RF01852,Mixed,"Bacteria (68.81%), Bacteria:Proteobacteria (48.62%), Eukaryota (29.36%), Eukaryota:Metazoa (25.69%), Bacteria:Firmicutes (11.93%), Bacteria:Actinobacteria (4.59%), Archaea (1.83%), Archaea:Euryarchaeota (1.83%), Eukaryota:Viridiplantae (0.92%)","Bacteria (55.11%), Eukaryota (44.32%), Eukaryota:Metazoa (33.00%), Bacteria:Proteobacteria (11.94%), Bacteria:Actinobacteria (9.02%), Bacteria:Firmicutes (8.41%), Eukaryota:Alveolata (5.01%), Eukaryota:Viridiplantae (1.41%), Eukaryota:Stramenopiles (1.08%), Eukaryota:Fungi (0.42%), Viruses (0.40%), Eukaryota:Amoebozoa (0.19%), Archaea (0.16%), Archaea:Euryarchaeota (0.12%), Bacteria:Bacteroidetes (0.12%), Bacteria:Cyanobacteria (0.02%)",tRNA-Sec,Selenocysteine transfer RNA,Gene; tRNA;
RF01855,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (99.96%), Eukaryota:Viridiplantae (99.52%), Eukaryota:Alveolata (0.28%), Bacteria (0.04%), Bacteria:Proteobacteria (0.04%), Eukaryota:Fungi (0.02%), Eukaryota:Amoebozoa (0.02%)",Plant_SRP,Plant signal recognition particle RNA,Gene;
RF01856,Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (33.33%)","Eukaryota (100.00%), Eukaryota:Alveolata (43.75%), Eukaryota:Viridiplantae (13.39%), Eukaryota:Metazoa (11.61%), Eukaryota:Fungi (8.93%), Eukaryota:Stramenopiles (2.68%)",Protozoa_SRP,Protozoan signal recognition particle RNA,Gene;
RF01902,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR439,MIR439 microRNA precursor family,Gene; miRNA;
RF01911,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (98.99%), Eukaryota:Metazoa (0.97%), Eukaryota:Alveolata (0.04%)",MIR2118,MIR2118 microRNA precursor family,Gene; miRNA;
RF01917,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.17%), Eukaryota:Metazoa (0.83%)",MIR2587,MIR2587 microRNA precursor family,Gene; miRNA;
RF01925,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR1428,MIR1428 microRNA precursor family,Gene; miRNA;
RF01927,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR1222,MIR1222 microRNA precursor family,Gene; miRNA;
RF01936,Eukaryota+Metazoa/Eukaryota,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (84.62%), Eukaryota:Viridiplantae (15.38%)",mir-63,mir-63 microRNA precursor family,Gene; miRNA;
RF01941,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR1223,MIR1223 microRNA precursor family,Gene; miRNA;
RF01960,Eukaryota,"Eukaryota (100.00%), Eukaryota:Metazoa (40.00%), Eukaryota:Amoebozoa (10.00%), Eukaryota:Alveolata (5.56%), Eukaryota:Fungi (3.33%), Eukaryota:Viridiplantae (1.11%)","Eukaryota (99.76%), Eukaryota:Viridiplantae (50.62%), Eukaryota:Metazoa (35.45%), Eukaryota:Fungi (9.19%), Eukaryota:Alveolata (1.82%), Eukaryota:Stramenopiles (0.82%), Bacteria (0.23%), Bacteria:Proteobacteria (0.02%), Bacteria:Actinobacteria (0.02%), Eukaryota:Amoebozoa (0.02%), Archaea (0.01%), Archaea:Euryarchaeota (0.01%), Bacteria:Firmicutes (0.01%), Bacteria:Bacteroidetes (0.01%)",SSU_rRNA_eukarya,Eukaryotic small subunit ribosomal RNA,Gene; rRNA;
RF02000,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR1846,MIR1846 microRNA precursor family,Gene; miRNA;
RF02027,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR2907,MIR2907 microRNA precursor family,Gene; miRNA;
RF02406,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR120,Small nucleolar RNA snoR120,Gene; snRNA; snoRNA; CD-box;
RF02407,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (98.99%), Eukaryota:Metazoa (1.01%)",snoR122,Small nucleolar RNA snoR122,Gene; snRNA; snoRNA; CD-box;
RF02408,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR124,Small nucleolar RNA snoR124,Gene; snRNA; snoRNA; CD-box;
RF02409,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR125,Small nucleolar RNA snoR125,Gene; snRNA; snoRNA; CD-box;
RF02410,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.78%), Eukaryota:Metazoa (0.22%)",snoR136,Small nucleolar RNA snoR136,Gene; snRNA; snoRNA; HACA-box;
RF02411,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR138,Small nucleolar RNA snoR138,Gene; snRNA; snoRNA; HACA-box;
RF02412,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR144,Small nucleolar RNA snoR144,Gene; snRNA; snoRNA; HACA-box;
RF02413,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR145,Small nucleolar RNA snoR145,Gene; snRNA; snoRNA; HACA-box;
RF02516,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.71%), Eukaryota:Metazoa (0.10%)",MIR393,mir-393 microRNA precursor family,Gene; miRNA;
RF02539,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.37%), Eukaryota:Metazoa (0.45%), Eukaryota:Alveolata (0.18%)",SNOR75,Plant small nucleolar RNA SNOR75,Gene; snRNA; snoRNA; CD-box;
RF02542,Eukaryota+Fungi/Eukaryota,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (99.81%), Eukaryota:Metazoa (56.56%), Eukaryota:Viridiplantae (25.58%), Eukaryota:Fungi (15.25%), Eukaryota:Alveolata (1.45%), Bacteria (0.19%), Bacteria:Firmicutes (0.19%), Eukaryota:Amoebozoa (0.19%)",SSU_rRNA_microsporidia,Microsporidia small subunit ribosomal RNA,Gene; rRNA;
RF02543,Eukaryota,"Eukaryota (100.00%), Eukaryota:Metazoa (30.68%), Eukaryota:Fungi (25.00%), Eukaryota:Alveolata (18.18%), Eukaryota:Viridiplantae (6.82%), Eukaryota:Amoebozoa (2.27%)","Eukaryota (99.74%), Eukaryota:Viridiplantae (42.90%), Eukaryota:Metazoa (41.55%), Eukaryota:Fungi (9.66%), Eukaryota:Alveolata (2.44%), Eukaryota:Stramenopiles (1.40%), Bacteria (0.25%), Eukaryota:Amoebozoa (0.04%), Bacteria:Proteobacteria (0.02%), Bacteria:Actinobacteria (0.02%), Archaea (0.01%), Archaea:Euryarchaeota (0.01%), Bacteria:Firmicutes (0.01%)",LSU_rRNA_eukarya,Eukaryotic large subunit ribosomal RNA,Gene; rRNA;
RF02663,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",GmglnB1_5p_UTR,GmglnB1 5'UTR,Cis-reg;
RF02668,Eukaryota+Metazoa/Eukaryota,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (88.89%), Eukaryota:Viridiplantae (11.11%)",PsiU2-55,Drosophila small cajal body-specific RNA PsiU2-55,Gene; snRNA; snoRNA; scaRNA;
RF02705,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",B_rapa_snoR775,Brassica rapa small nucleolar RNA 775,Gene; snRNA; snoRNA; HACA-box;
RF02706,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",TeloSII_ncR30,TeloSII non coding RNA 30,Gene; sRNA;
RF02707,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",TeloSII_ncR33,TeloSII non coding RNA 33,Gene; sRNA;
RF02708,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",TeloSII_ncR40,TeloSII non coding RNA 40,Gene; sRNA;
RF02709,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",TeloSII_ncR43,TeloSII non coding RNA 43,Gene; sRNA;
RF02710,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",TeloSII_ncR45,TeloSII non coding RNA 45,Gene; sRNA;
RF02711,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",TeloSII_ncR49,TeloSII non coding RNA 49,Gene; sRNA;
RF02715,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",sno_ncR1,Small nucleolar RNA ncR1,Gene; snRNA; snoRNA; HACA-box;
RF02716,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",sno_ncR3,Small nucleolar RNA ncR3,Gene; snRNA; snoRNA; CD-box;
RF02717,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",sno_ncR4,Small nucleolar RNA ncR4,Gene; snRNA; snoRNA; CD-box;
RF02718,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",sca_ncR14,Small Cajal body specific RNA ncR14,Gene; snRNA; snoRNA; scaRNA;
RF02719,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",sca_ncR20,Small Cajal body specific RNA ncR20,Gene; snRNA; snoRNA; scaRNA;
RF02720,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",sca_ncR21,Small Cajal body specific RNA ncR21,Gene; snRNA; snoRNA; scaRNA;
RF02721,Eukaryota+Viridiplantae/Eukaryota,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (70.00%), Eukaryota:Metazoa (30.00%)",sca_ncR26,Small Cajal body specific RNA ncR26,Gene; snRNA; snoRNA; scaRNA;
RF02722,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",sca_ncR27,Small Cajal body specific RNA ncR27,Gene; snRNA; snoRNA; scaRNA;
RF02723,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (95.00%), Eukaryota:Viridiplantae (5.00%)",sno_ZL1,Small nucleolar RNA ZL1,Gene; snRNA; snoRNA; CD-box;
RF03160,Eukaryota+Metazoa/Eukaryota,"Eukaryota (65.10%), Eukaryota:Metazoa (63.98%), unclassified sequences (33.79%), Bacteria (1.05%), Eukaryota:Viridiplantae (1.05%), Bacteria:Firmicutes (0.74%), Viruses (0.06%), Eukaryota:Fungi (0.06%)","Eukaryota (100.00%), Eukaryota:Metazoa (81.62%), Eukaryota:Viridiplantae (18.34%), Eukaryota:Fungi (0.03%)",twister-P1,type-P1 twister ribozyme,Gene; ribozyme;
RF03176,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR7729,MIR7729 microRNA precursor family,Gene; miRNA;
RF03182,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR6032,MIR6032 microRNA precursor family,Gene; miRNA;
RF03183,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR5516,MIR5516 microRNA precursor family,Gene; miRNA;
RF03187,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR1512,MIR1512 microRNA precursor family,Gene; miRNA;
RF03199,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR5271,MIR5271 microRNA precursor family,Gene; miRNA;
RF03209,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (97.96%), Eukaryota:Metazoa (2.04%)",MIR9657,MIR9657 microRNA precursor family,Gene; miRNA;
RF03224,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR9560,MIR9560 microRNA precursor family,Gene; miRNA;
RF03225,Eukaryota+Metazoa/Eukaryota,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (88.14%), Eukaryota:Viridiplantae (11.86%)",mir-2763,mir-2763 microRNA precursor family,Gene; miRNA;
RF03237,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR6425,MIR6425 microRNA precursor family,Gene; miRNA;
RF03240,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.16%), Eukaryota:Metazoa (0.84%)",MIR5534,MIR5534 microRNA precursor family,Gene; miRNA;
RF03246,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR1515,MIR1515 microRNA precursor family,Gene; miRNA;
RF03248,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR9772,MIR9772 microRNA precursor family,Gene; miRNA;
RF03259,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR1514,MIR1514 microRNA precursor family,Gene; miRNA;
RF03263,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR861,MIR861 microRNA precursor family,Gene; miRNA;
RF03264,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR1024,MIR1024 microRNA precursor family,Gene; miRNA;
RF03269,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (92.86%), Eukaryota:Viridiplantae (7.14%)",mir-5697,mir-5697 microRNA precursor family,Gene; miRNA;
RF03270,Eukaryota+Viridiplantae/No Data,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",No Data,MIR3712,MIR3712 microRNA precursor family,Gene; miRNA;
RF03286,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR6146,MIR6146 microRNA precursor family,Gene; miRNA;
RF03297,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR1033,MIR1033 microRNA precursor family,Gene; miRNA;
