Family,Domain,Seed groups,Full region groups,Rfam ID,Description,RNA type
RF02024,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1180,mir-1180 microRNA precursor family,Gene; miRNA;
RF02025,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-3017,mir-3017 microRNA precursor family,Gene; miRNA;
RF02026,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-2833,mir-2833 microRNA precursor family,Gene; miRNA;
RF02028,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1827,mir-1827 microRNA precursor family,Gene; miRNA;
RF02038,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SPRY4-IT1_1,SPRY4-IT1 conserved region 1,Gene; lncRNA;
RF02039,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SPRY4-IT1_2,SPRY4-IT1 conserved region 2,Gene; lncRNA;
RF02040,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",HOTTIP_1,"HOXA transcript at the distal tip, conserved region 1",Gene; lncRNA;
RF02041,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",HOTTIP_2,"HOXA transcript at the distal tip, conserved region 2",Gene; lncRNA;
RF02042,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",HOTTIP_3,"HOXA transcript at the distal tip, conserved region 3",Gene; lncRNA;
RF02043,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",HOTTIP_4,"HOXA transcript at the distal tip, conserved region 4",Gene; lncRNA;
RF02044,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",CDKN2B-AS_2,CDKN2B antisense RNA 1 convserved region 2,Gene; lncRNA;
RF02045,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",CDKN2B-AS_3,CDKN2B antisense RNA 1 convserved region 3,Gene; lncRNA;
RF02046,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (99.63%), Eukaryota:Fungi (0.37%)",Sphinx_1,Sphinx_ conserved region 1,Gene; lncRNA;
RF02047,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (99.66%), Eukaryota:Metazoa (99.66%), Bacteria (0.34%)",Sphinx_2,Sphinx conserved region 2,Gene; lncRNA;
RF02061,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-301,mir-301 microRNA precursor family,Gene; miRNA;
RF02085,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",Yar_1,Yellow-achaete intergenic RNA conserved region 1,Gene; lncRNA;
RF02086,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",Yar_2,Yellow-achaete intergenic RNA conserved region 2,Gene; lncRNA;
RF02087,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",Yar_3,Yellow-achaete intergenic RNA conserved region 3,Gene; lncRNA;
RF02089,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",CLRN1-AS1,CLRN1 antisense RNA 1 conserved region,Gene; lncRNA;
RF02090,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",DAOA-AS1_1,DAOA antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02091,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",DAOA-AS1_2,DAOA antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02092,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-2970,mir-2970 microRNA precursor family,Gene; miRNA;
RF02093,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-2968,mir-2968 microRNA precursor family,Gene; miRNA;
RF02094,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1803,mir-1803 microRNA precursor microRNA precursor family,Gene; miRNA;
RF02095,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-2985,mir-2985 microRNA precursor family,Gene; miRNA;
RF02097,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1662,mir-1662 microRNA precursor family,Gene; miRNA;
RF02098,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",DGCR5,DiGeorge syndrome critical region gene 5 conserved region,Gene; lncRNA;
RF02101,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",HULC,Highly up-regulated in liver cancer conserved region,Gene; lncRNA;
RF02102,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",DISC2,Disrupted in schizophrenia 2 conserved region,Gene; lncRNA;
RF02103,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (96.40%), Eukaryota:Viridiplantae (2.40%), Eukaryota:Fungi (0.40%), Eukaryota:Alveolata (0.40%)",DLEU1_1,Deleted in lymphocytic leukemia 1 conserved region 1,Gene; lncRNA;
RF02104,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",DLEU1_2,Deleted in lymphocytic leukemia 1 conserved region 2,Gene; lncRNA;
RF02105,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",DLEU2_1,Deleted in lymphocytic leukemia 2 conserved region 1,Gene; lncRNA;
RF02106,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",DLEU2_2,Deleted in lymphocytic leukemia 2 conserved region 2,Gene; lncRNA;
RF02107,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",DLEU2_3,Deleted in lymphocytic leukemia 2 conserved region 3,Gene; lncRNA;
RF02108,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",DLEU2_4,Deleted in lymphocytic leukemia 2 conserved region 4,Gene; lncRNA;
RF02109,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",DLEU2_5,Deleted in lymphocytic leukemia 2 conserved region 5,Gene; lncRNA;
RF02110,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",DLEU2_6,Deleted in lymphocytic leukemia 2 conserved region 6,Gene; lncRNA;
RF02112,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",DLG2-AS1_1,DLG2 antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02113,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",DLG2-AS1_2,DLG2 antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02114,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",FAM13A-AS1_1,FAM13A antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02115,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",FAM13A-AS1_2,FAM13A antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02116,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",FAS-AS1,FAS antisense RNA 1 conserved region,Gene; lncRNA;
RF02117,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",FMR1-AS1_1,FMR1 antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02118,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",FMR1-AS1_2,FMR1 antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02119,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",FTX_1,"FTX transcript, XIST regulator conserved region 1",Gene; lncRNA;
RF02120,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",FTX_2,"FTX transcript, XIST regulator conserved region 2",Gene; lncRNA;
RF02121,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",FTX_3,"FTX transcript, XIST regulator conserved region 3",Gene; lncRNA;
RF02122,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",FTX_5,"FTX transcript, XIST regulator conserved region 5",Gene; lncRNA;
RF02123,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",FTX_4,"FTX transcript, XIST regulator conserved region 4",Gene; lncRNA;
RF02124,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",JPX_1,"JPX transcript, XIST activator conserved region 1",Gene; lncRNA;
RF02125,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",JPX_2,"JPX transcript, XIST activator conserved region 2",Gene; lncRNA;
RF02126,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",GHRLOS,Ghrelin opposite strand RNA conserved region,Gene; lncRNA;
RF02127,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",GNAS-AS1_1,GNAS antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02128,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",GNAS-AS1_2,GNAS antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02129,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",GNAS-AS1_3,GNAS antisense RNA 1 conserved region 3,Gene; lncRNA;
RF02130,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",GNAS-AS1_4,GNAS antisense RNA 1 conserved region 4,Gene; lncRNA;
RF02131,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",GNAS-AS1_5,GNAS antisense RNA 1 conserved region 5,Gene; lncRNA;
RF02132,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",HOXB13-AS1_1,HOXB13 antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02133,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",HOXB13-AS1_2,HOXB13 antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02134,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",HTT-AS1_1,HTT antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02135,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",HTT-AS1_2,HTT antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02136,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",HTT-AS1_3,HTT antisense RNA 1 conserved region 3,Gene; lncRNA;
RF02137,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",HOXA11-AS1_1,HOXA11 antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02138,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",HOXA11-AS1_2,HOXA11 antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02139,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",HOXA11-AS1_3,HOXA11 antisense RNA 1 conserved region 3,Gene; lncRNA;
RF02140,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",HOXA11-AS1_4,HOXA11 antisense RNA 1 conserved region 4,Gene; lncRNA;
RF02141,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",HOXA11-AS1_5,HOXA11 antisense RNA 1 conserved region 5,Gene; lncRNA;
RF02142,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",HOXA11-AS1_6,HOXA11 antisense RNA 1 conserved region 6,Gene; lncRNA;
RF02143,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",HYMAI,Hydatidiform mole associated and imprinted conserved region 1,Gene; lncRNA;
RF02145,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",MEG8_1,Maternally expressed 8 exon 1,Gene; lncRNA;
RF02146,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",MEG8_2,Maternally expressed 8 exon 2,Gene; lncRNA;
RF02147,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",MEG8_3,Maternally expressed 8 exon 3,Gene; lncRNA;
RF02148,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",MESTIT1_1,"MEST intronic transcript 1, antisense RNA conserved region 1",Gene; lncRNA;
RF02149,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",MESTIT1_2,"MEST intronic transcript 1, antisense RNA conserved region 2",Gene; lncRNA;
RF02150,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",MESTIT1_3,"MEST intronic transcript 1, antisense RNA conserved region 3",Gene; lncRNA;
RF02151,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",MIMT1_1,MER1 repeat containing imprinted transcript 1 conserved region 1,Gene; lncRNA;
RF02153,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",NBR2,Neighbour of BRCA1 gene 2 converved region,Gene; lncRNA;
RF02154,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",NCRUPAR_1,"Non-protein coding RNA, upstream of F2R/PAR1 conserved region 1",Gene; lncRNA;
RF02155,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",NCRUPAR_2,"Non-protein coding RNA, upstream of F2R/PAR1 conserved region 2",Gene; lncRNA;
RF02156,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",NPPA-AS1_1,NPPA antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02157,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",NPPA-AS1_2,NPPA antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02158,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",NPPA-AS1_3,NPPA antisense RNA 1 conserved region 3,Gene; lncRNA;
RF02159,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",PART1_1,Prostate androgen-regulated transcript 1 conserved region 1,Gene; lncRNA;
RF02160,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",PART1_2,Prostate androgen-regulated transcript 1 conserved region 2,Gene; lncRNA;
RF02161,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",PART1_3,Prostate androgen-regulated transcript 1 conserved region 3,Gene; lncRNA;
RF02162,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (99.89%), Eukaryota:Viridiplantae (0.11%)",XIST_A_REPEAT,XIST RNA A repeat,Gene; sRNA;
RF02164,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",PVT1_1,Pvt1 oncogene conserved region 1,Gene; lncRNA;
RF02165,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",PVT1_2,Pvt1 oncogene conserved region 2,Gene; lncRNA;
RF02166,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",PVT1_3,Pvt1 oncogene conserved region 3,Gene; lncRNA;
RF02167,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",PVT1_4,Pvt1 oncogene conserved region 4,Gene; lncRNA;
RF02168,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",PVT1_5,Pvt1 oncogene conserved region 5,Gene; lncRNA;
RF02169,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",PVT1_6,Pvt1 oncogene conserved region 6,Gene; lncRNA;
RF02170,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",PVT1_7,Pvt1 oncogene conserved region 7,Gene; lncRNA;
RF02171,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",RFPL3-AS1_1,RFPL3 antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02172,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",RFPL3-AS1_2,RFPL3 antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02173,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SMAD5-AS1_1,SMAD5 antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02174,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SMAD5-AS1_2,SMAD5 antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02175,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SMAD5-AS1_3,SMAD5 antisense RNA 1 conserved region 3,Gene; lncRNA;
RF02176,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SMAD5-AS1_4,SMAD5 antisense RNA 1 conserved region 4,Gene; lncRNA;
RF02177,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SMCR2_1,"Smith-Magenis syndrome chromosome region, candidate 2 conserved region 1",Gene; lncRNA;
RF02178,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SMCR2_2,"Smith-Magenis syndrome chromosome region, candidate 2 conserved region 2",Gene; lncRNA;
RF02179,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",ST7-AS1_1,ST7 antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02180,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",ST7-AS1_2,ST7 antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02181,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",ST7-AS2_1,ST7 antisense RNA 2 conserved region 1,Gene; lncRNA;
RF02182,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",ST7-AS2_2,ST7 antisense RNA 2 conserved region 2,Gene; lncRNA;
RF02183,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",ST7-OT3_1,ST7 overlapping transcript 3 conserved region 1,Gene; lncRNA;
RF02184,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",ST7-OT3_2,ST7 overlapping transcript 3 conserved region 2,Gene; lncRNA;
RF02185,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",ST7-OT3_3,ST7 overlapping transcript 3 conserved region 3,Gene; lncRNA;
RF02186,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",ST7-OT3_4,ST7 overlapping transcript 3 conserved region 4,Gene; lncRNA;
RF02187,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",ST7-OT4_1,ST7 overlapping transcript 4 conserved region 1,Gene; lncRNA;
RF02188,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",ST7-OT4_2,ST7 overlapping transcript 4 conserved region 2,Gene; lncRNA;
RF02189,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",ST7-OT4_3,ST7 overlapping transcript 4 conserved region 3,Gene; lncRNA;
RF02190,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",ST7-OT4_4,ST7 overlapping transcript 4 conserved region 4,Gene; lncRNA;
RF02191,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",TCL6_1,T-cell leukemia/lymphoma 6 conserved region 1,Gene; lncRNA;
